county,office,district,candidate,party,precinct,votes
Simpson,Governor,,Jim Hood,Democrat,Bowie,92
Simpson,Governor,,Tate Reeves,Repubilcan,Bowie,131
Simpson,Governor,,Bob Hickingbottom,Constitution,Bowie,2
Simpson,Governor,,David R. Singletary,Independent,Bowie,5
Simpson,Lieutenant Governor,,Delbert Hoseman,Republican,Bowie,161
Simpson,Lieutenant Governor,,Jay Hugues,Democrat,Bowie,66
Simpson,Secretary of State,,Johny DuPree,Republican,Bowie,87
Simpson,Secretary of State,,Michael Watson,Democrat,Bowie,141
Simpson,Attorney General,,Jennifer Riley Collins,Democrat,Bowie,80
Simpson,Attorney General,,Lynn Fitch,Republican,Bowie,145
Simpson,State Auditor,,Shad White,Republican,Bowie,185
Simpson,State Treasurer,,Ardle Lee Green,Democrat,Bowie,76
Simpson,State Treasurer,,David McRae,Republican,Bowie,151
Simpson,Commissioner of Agriculture & Commerce,,Rickey L Cole,Democrat,Bowie,75
Simpson,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,Bowie,151
Simpson,Commissioner of Insurance,,Robert E. Amos,Democrat,Bowie,74
Simpson,Commissioner of Insurance,,Mike Chaney,Republican,Bowie,153
Simpson,Public Service Commissioner,,Dane Maxwell,Republican,Bowie,145
Simpson,Public Service Commissioner,,Connie Moran,Democrat,Bowie,81
Simpson,Transportation Commissioner,,Tom King,Republican,Bowie,185
Simpson,District Attorney,13,Matt Sullivan,Democrat,Bowie,180
Simpson,State Senate,35,Chris caughman,Republican,Bowie,191
Simpson,State House,90,Noah L Sanford,Republican,Bowie,188
Simpson,Chancery Clerk,,Tommy Joe Harvey,Republican,Bowie,161
Simpson,Chancery Clerk,,Willie Ree McDonald,Democrat,Bowie,60
Simpson,Chancery Clerk,,William J 'Bill' Jerrolds,Independent,Bowie,6
Simpson,Circuit Clerk,,Witt Fortenberry,Republican,Bowie,131
Simpson,Circuit Clerk,,Terrence Norwood,Democrat,Bowie,97
Simpson,Coroner,,Terry Keys Tutor,Republican,Bowie,193
Simpson,Sheriff,,Paul A Mullins,Republican,Bowie,157
Simpson,Sheriff,,Darell Walker,Democrat,Bowie,74
Simpson,Tax Assessor,,Jamie Reed Brewer,Republican,Bowie,190
Simpson,Supervisor,2,Danny Craft,Republican,Bowie,193
Simpson,Justice Court Judge,,Charles A Savell,Republican,Bowie,192
Simpson,Constable,,Christopher Jones,Republican,Bowie,191
Simpson,Measure 4,,For,,Bowie,120
Simpson,Measure 4,,Against,,Bowie,100
Simpson,Measure 4,,Over Vote,,Bowie,0
Simpson,Measure 4,,Under Vote,,Bowie,0
Simpson,Governor,,Jim Hood,Democrat,Braxton,77
Simpson,Governor,,Tate Reeves,Repubilcan,Braxton,472
Simpson,Governor,,Bob Hickingbottom,Constitution,Braxton,4
Simpson,Governor,,David R. Singletary,Independent,Braxton,5
Simpson,Lieutenant Governor,,Delbert Hoseman,Republican,Braxton,507
Simpson,Lieutenant Governor,,Jay Hugues,Democrat,Braxton,42
Simpson,Secretary of State,,Johny DuPree,Republican,Braxton,48
Simpson,Secretary of State,,Michael Watson,Democrat,Braxton,495
Simpson,Attorney General,,Jennifer Riley Collins,Democrat,Braxton,56
Simpson,Attorney General,,Lynn Fitch,Republican,Braxton,497
Simpson,State Auditor,,Shad White,Republican,Braxton,525
Simpson,State Treasurer,,Ardle Lee Green,Democrat,Braxton,31
Simpson,State Treasurer,,David McRae,Republican,Braxton,519
Simpson,Commissioner of Agriculture & Commerce,,Rickey L Cole,Democrat,Braxton,37
Simpson,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,Braxton,518
Simpson,Commissioner of Insurance,,Robert E. Amos,Democrat,Braxton,35
Simpson,Commissioner of Insurance,,Mike Chaney,Republican,Braxton,515
Simpson,Public Service Commissioner,,Dane Maxwell,Republican,Braxton,489
Simpson,Public Service Commissioner,,Connie Moran,Democrat,Braxton,54
Simpson,Transportation Commissioner,,Tom King,Republican,Braxton,524
Simpson,District Attorney,13,Matt Sullivan,Democrat,Braxton,374
Simpson,State Senate,35,Chris caughman,Republican,Braxton,524
Simpson,State House,77,Price Wallace,Republican,Braxton,521
Simpson,Chancery Clerk,,Tommy Joe Harvey,Republican,Braxton,491
Simpson,Chancery Clerk,,Willie Ree McDonald,Democrat,Braxton,28
Simpson,Chancery Clerk,,William J 'Bill' Jerrolds,Independent,Braxton,30
Simpson,Circuit Clerk,,Witt Fortenberry,Republican,Braxton,498
Simpson,Circuit Clerk,,Terrence Norwood,Democrat,Braxton,52
Simpson,Coroner,,Terry Keys Tutor,Republican,Braxton,522
Simpson,Sheriff,,Paul A Mullins,Republican,Braxton,530
Simpson,Sheriff,,Darell Walker,Democrat,Braxton,24
Simpson,Tax Assessor,,Jamie Reed Brewer,Republican,Braxton,527
Simpson,Supervisor,5,Larry Barnes,Democrat,Braxton,127
Simpson,Supervisor,5,Randy Moore,Republican,Braxton,415
Simpson,Justice Court Judge,,Ted Blackeney,Republican,Braxton,530
Simpson,Constable,,Randall Coleman,Republican,Braxton,528
Simpson,Measure 4,,For,,Braxton,317
Simpson,Measure 4,,Against,,Braxton,218
Simpson,Measure 4,,Over Vote,,Braxton,0
Simpson,Measure 4,,Under Vote,,Braxton,0
Simpson,Governor,,Jim Hood,Democrat,Bridgeport,187
Simpson,Governor,,Tate Reeves,Repubilcan,Bridgeport,78
Simpson,Governor,,Bob Hickingbottom,Constitution,Bridgeport,0
Simpson,Governor,,David R. Singletary,Independent,Bridgeport,2
Simpson,Lieutenant Governor,,Delbert Hoseman,Republican,Bridgeport,93
Simpson,Lieutenant Governor,,Jay Hugues,Democrat,Bridgeport,167
Simpson,Secretary of State,,Johny DuPree,Republican,Bridgeport,175
Simpson,Secretary of State,,Michael Watson,Democrat,Bridgeport,84
Simpson,Attorney General,,Jennifer Riley Collins,Democrat,Bridgeport,182
Simpson,Attorney General,,Lynn Fitch,Republican,Bridgeport,83
Simpson,State Auditor,,Shad White,Republican,Bridgeport,144
Simpson,State Treasurer,,Ardle Lee Green,Democrat,Bridgeport,174
Simpson,State Treasurer,,David McRae,Republican,Bridgeport,89
Simpson,Commissioner of Agriculture & Commerce,,Rickey L Cole,Democrat,Bridgeport,176
Simpson,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,Bridgeport,82
Simpson,Commissioner of Insurance,,Robert E. Amos,Democrat,Bridgeport,172
Simpson,Commissioner of Insurance,,Mike Chaney,Republican,Bridgeport,91
Simpson,Public Service Commissioner,,Dane Maxwell,Republican,Bridgeport,86
Simpson,Public Service Commissioner,,Connie Moran,Democrat,Bridgeport,174
Simpson,Transportation Commissioner,,Tom King,Republican,Bridgeport,146
Simpson,District Attorney,13,Matt Sullivan,Democrat,Bridgeport,227
Simpson,State Senate,35,Chris caughman,Republican,Bridgeport,146
Simpson,State House,91,Bob Evans,Democrat,Bridgeport,225
Simpson,Chancery Clerk,,Tommy Joe Harvey,Republican,Bridgeport,97
Simpson,Chancery Clerk,,Willie Ree McDonald,Democrat,Bridgeport,162
Simpson,Chancery Clerk,,William J 'Bill' Jerrolds,Independent,Bridgeport,2
Simpson,Circuit Clerk,,Witt Fortenberry,Republican,Bridgeport,78
Simpson,Circuit Clerk,,Terrence Norwood,Democrat,Bridgeport,187
Simpson,Coroner,,Terry Keys Tutor,Republican,Bridgeport,154
Simpson,Sheriff,,Paul A Mullins,Republican,Bridgeport,86
Simpson,Sheriff,,Darell Walker,Democrat,Bridgeport,175
Simpson,Tax Assessor,,Jamie Reed Brewer,Republican,Bridgeport,148
Simpson,Supervisor,4,Donny Welch,Republican,Bridgeport,94
Simpson,Justice Court Judge,,Charles A Savell,Republican,Bridgeport,147
Simpson,Constable,,Christopher Jones,Republican,Bridgeport,148
Simpson,Constable,,Hardy Williams,Democrat,Bridgeport,171
Simpson,Measure 4,,For,,Bridgeport,163
Simpson,Measure 4,,Against,,Bridgeport,71
Simpson,Measure 4,,Over Vote,,Bridgeport,0
Simpson,Measure 4,,Under Vote,,Bridgeport,0
Simpson,Governor,,Jim Hood,Democrat,d'Lo,47
Simpson,Governor,,Tate Reeves,Repubilcan,d'Lo,201
Simpson,Governor,,Bob Hickingbottom,Constitution,d'Lo,0
Simpson,Governor,,David R. Singletary,Independent,d'Lo,5
Simpson,Lieutenant Governor,,Delbert Hoseman,Republican,d'Lo,226
Simpson,Lieutenant Governor,,Jay Hugues,Democrat,d'Lo,24
Simpson,Secretary of State,,Johny DuPree,Republican,d'Lo,29
Simpson,Secretary of State,,Michael Watson,Democrat,d'Lo,217
Simpson,Attorney General,,Jennifer Riley Collins,Democrat,d'Lo,31
Simpson,Attorney General,,Lynn Fitch,Republican,d'Lo,221
Simpson,State Auditor,,Shad White,Republican,d'Lo,237
Simpson,State Treasurer,,Ardle Lee Green,Democrat,d'Lo,19
Simpson,State Treasurer,,David McRae,Republican,d'Lo,231
Simpson,Commissioner of Agriculture & Commerce,,Rickey L Cole,Democrat,d'Lo,24
Simpson,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,d'Lo,227
Simpson,Commissioner of Insurance,,Robert E. Amos,Democrat,d'Lo,20
Simpson,Commissioner of Insurance,,Mike Chaney,Republican,d'Lo,231
Simpson,Public Service Commissioner,,Dane Maxwell,Republican,d'Lo,221
Simpson,Public Service Commissioner,,Connie Moran,Democrat,d'Lo,25
Simpson,Transportation Commissioner,,Tom King,Republican,d'Lo,239
Simpson,District Attorney,13,Matt Sullivan,Democrat,d'Lo,198
Simpson,State Senate,35,Chris caughman,Republican,d'Lo,240
Simpson,State House,77,Price Wallace,Republican,d'Lo,241
Simpson,Chancery Clerk,,Tommy Joe Harvey,Republican,d'Lo,231
Simpson,Chancery Clerk,,Willie Ree McDonald,Democrat,d'Lo,15
Simpson,Chancery Clerk,,William J 'Bill' Jerrolds,Independent,d'Lo,3
Simpson,Circuit Clerk,,Witt Fortenberry,Republican,d'Lo,225
Simpson,Circuit Clerk,,Terrence Norwood,Democrat,d'Lo,26
Simpson,Coroner,,Terry Keys Tutor,Republican,d'Lo,244
Simpson,Sheriff,,Paul A Mullins,Republican,d'Lo,239
Simpson,Sheriff,,Darell Walker,Democrat,d'Lo,15
Simpson,Tax Assessor,,Jamie Reed Brewer,Republican,d'Lo,242
Simpson,Supervisor,3,Brian Kennedy,Republican,d'Lo,241
Simpson,Justice Court Judge,,Ted Blackeney,Republican,d'Lo,239
Simpson,Constable,,Randall Coleman,Republican,d'Lo,242
Simpson,Measure 4,,For,,d'Lo,166
Simpson,Measure 4,,Against,,d'Lo,84
Simpson,Measure 4,,Over Vote,,d'Lo,0
Simpson,Measure 4,,Under Vote,,d'Lo,0
Simpson,Governor,,Jim Hood,Democrat,Dry Creek,83
Simpson,Governor,,Tate Reeves,Repubilcan,Dry Creek,383
Simpson,Governor,,Bob Hickingbottom,Constitution,Dry Creek,3
Simpson,Governor,,David R. Singletary,Independent,Dry Creek,11
Simpson,Lieutenant Governor,,Delbert Hoseman,Republican,Dry Creek,413
Simpson,Lieutenant Governor,,Jay Hugues,Democrat,Dry Creek,65
Simpson,Secretary of State,,Johny DuPree,Republican,Dry Creek,64
Simpson,Secretary of State,,Michael Watson,Democrat,Dry Creek,409
Simpson,Attorney General,,Jennifer Riley Collins,Democrat,Dry Creek,62
Simpson,Attorney General,,Lynn Fitch,Republican,Dry Creek,412
Simpson,State Auditor,,Shad White,Republican,Dry Creek,448
Simpson,State Treasurer,,Ardle Lee Green,Democrat,Dry Creek,56
Simpson,State Treasurer,,David McRae,Republican,Dry Creek,418
Simpson,Commissioner of Agriculture & Commerce,,Rickey L Cole,Democrat,Dry Creek,60
Simpson,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,Dry Creek,416
Simpson,Commissioner of Insurance,,Robert E. Amos,Democrat,Dry Creek,56
Simpson,Commissioner of Insurance,,Mike Chaney,Republican,Dry Creek,419
Simpson,Public Service Commissioner,,Dane Maxwell,Republican,Dry Creek,405
Simpson,Public Service Commissioner,,Connie Moran,Democrat,Dry Creek,68
Simpson,Transportation Commissioner,,Tom King,Republican,Dry Creek,447
Simpson,District Attorney,13,Matt Sullivan,Democrat,Dry Creek,336
Simpson,State Senate,35,Chris caughman,Republican,Dry Creek,454
Simpson,State House,90,Noah L Sanford,Republican,Dry Creek,448
Simpson,Chancery Clerk,,Tommy Joe Harvey,Republican,Dry Creek,422
Simpson,Chancery Clerk,,Willie Ree McDonald,Democrat,Dry Creek,41
Simpson,Chancery Clerk,,William J 'Bill' Jerrolds,Independent,Dry Creek,14
Simpson,Circuit Clerk,,Witt Fortenberry,Republican,Dry Creek,404
Simpson,Circuit Clerk,,Terrence Norwood,Democrat,Dry Creek,73
Simpson,Coroner,,Terry Keys Tutor,Republican,Dry Creek,453
Simpson,Sheriff,,Paul A Mullins,Republican,Dry Creek,426
Simpson,Sheriff,,Darell Walker,Democrat,Dry Creek,52
Simpson,Tax Assessor,,Jamie Reed Brewer,Republican,Dry Creek,454
Simpson,Supervisor,3,Brian Kennedy,Republican,Dry Creek,455
Simpson,Justice Court Judge,,Ted Blackeney,Republican,Dry Creek,451
Simpson,Constable,,Randall Coleman,Republican,Dry Creek,451
Simpson,Measure 4,,For,,Dry Creek,226
Simpson,Measure 4,,Against,,Dry Creek,242
Simpson,Measure 4,,Over Vote,,Dry Creek,0
Simpson,Measure 4,,Under Vote,,Dry Creek,0
Simpson,Governor,,Jim Hood,Democrat,Fork Church,194
Simpson,Governor,,Tate Reeves,Repubilcan,Fork Church,90
Simpson,Governor,,Bob Hickingbottom,Constitution,Fork Church,0
Simpson,Governor,,David R. Singletary,Independent,Fork Church,0
Simpson,Lieutenant Governor,,Delbert Hoseman,Republican,Fork Church,102
Simpson,Lieutenant Governor,,Jay Hugues,Democrat,Fork Church,177
Simpson,Secretary of State,,Johny DuPree,Republican,Fork Church,192
Simpson,Secretary of State,,Michael Watson,Democrat,Fork Church,88
Simpson,Attorney General,,Jennifer Riley Collins,Democrat,Fork Church,189
Simpson,Attorney General,,Lynn Fitch,Republican,Fork Church,95
Simpson,State Auditor,,Shad White,Republican,Fork Church,166
Simpson,State Treasurer,,Ardle Lee Green,Democrat,Fork Church,183
Simpson,State Treasurer,,David McRae,Republican,Fork Church,93
Simpson,Commissioner of Agriculture & Commerce,,Rickey L Cole,Democrat,Fork Church,181
Simpson,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,Fork Church,96
Simpson,Commissioner of Insurance,,Robert E. Amos,Democrat,Fork Church,181
Simpson,Commissioner of Insurance,,Mike Chaney,Republican,Fork Church,100
Simpson,Public Service Commissioner,,Dane Maxwell,Republican,Fork Church,101
Simpson,Public Service Commissioner,,Connie Moran,Democrat,Fork Church,177
Simpson,Transportation Commissioner,,Tom King,Republican,Fork Church,167
Simpson,District Attorney,13,Matt Sullivan,Democrat,Fork Church,242
Simpson,State Senate,35,Chris caughman,Republican,Fork Church,168
Simpson,State House,91,Bob Evans,Democrat,Fork Church,242
Simpson,Chancery Clerk,,Tommy Joe Harvey,Republican,Fork Church,109
Simpson,Chancery Clerk,,Willie Ree McDonald,Democrat,Fork Church,162
Simpson,Chancery Clerk,,William J 'Bill' Jerrolds,Independent,Fork Church,5
Simpson,Circuit Clerk,,Witt Fortenberry,Republican,Fork Church,90
Simpson,Circuit Clerk,,Terrence Norwood,Democrat,Fork Church,191
Simpson,Coroner,,Terry Keys Tutor,Republican,Fork Church,173
Simpson,Sheriff,,Paul A Mullins,Republican,Fork Church,101
Simpson,Sheriff,,Darell Walker,Democrat,Fork Church,182
Simpson,Tax Assessor,,Jamie Reed Brewer,Republican,Fork Church,172
Simpson,Supervisor,5,Larry Barnes,Democrat,Fork Church,201
Simpson,Supervisor,5,Randy Moore,Republican,Fork Church,82
Simpson,Justice Court Judge,,Charles A Savell,Republican,Fork Church,172
Simpson,Constable,,Christopher Jones,Republican,Fork Church,176
Simpson,Measure 4,,For,,Fork Church,173
Simpson,Measure 4,,Against,,Fork Church,83
Simpson,Measure 4,,Over Vote,,Fork Church,0
Simpson,Measure 4,,Under Vote,,Fork Church,0
Simpson,Governor,,Jim Hood,Democrat,Harrisville,106
Simpson,Governor,,Tate Reeves,Repubilcan,Harrisville,390
Simpson,Governor,,Bob Hickingbottom,Constitution,Harrisville,1
Simpson,Governor,,David R. Singletary,Independent,Harrisville,12
Simpson,Lieutenant Governor,,Delbert Hoseman,Republican,Harrisville,442
Simpson,Lieutenant Governor,,Jay Hugues,Democrat,Harrisville,65
Simpson,Secretary of State,,Johny DuPree,Republican,Harrisville,86
Simpson,Secretary of State,,Michael Watson,Democrat,Harrisville,409
Simpson,Attorney General,,Jennifer Riley Collins,Democrat,Harrisville,83
Simpson,Attorney General,,Lynn Fitch,Republican,Harrisville,427
Simpson,State Auditor,,Shad White,Republican,Harrisville,461
Simpson,State Treasurer,,Ardle Lee Green,Democrat,Harrisville,64
Simpson,State Treasurer,,David McRae,Republican,Harrisville,441
Simpson,Commissioner of Agriculture & Commerce,,Rickey L Cole,Democrat,Harrisville,60
Simpson,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,Harrisville,441
Simpson,Commissioner of Insurance,,Robert E. Amos,Democrat,Harrisville,66
Simpson,Commissioner of Insurance,,Mike Chaney,Republican,Harrisville,438
Simpson,Public Service Commissioner,,Dane Maxwell,Republican,Harrisville,417
Simpson,Public Service Commissioner,,Connie Moran,Democrat,Harrisville,83
Simpson,Transportation Commissioner,,Tom King,Republican,Harrisville,459
Simpson,District Attorney,13,Matt Sullivan,Democrat,Harrisville,342
Simpson,State Senate,35,Chris caughman,Republican,Harrisville,465
Simpson,State House,77,Price Wallace,Republican,Harrisville,457
Simpson,Chancery Clerk,,Tommy Joe Harvey,Republican,Harrisville,439
Simpson,Chancery Clerk,,Willie Ree McDonald,Democrat,Harrisville,54
Simpson,Chancery Clerk,,William J 'Bill' Jerrolds,Independent,Harrisville,11
Simpson,Circuit Clerk,,Witt Fortenberry,Republican,Harrisville,390
Simpson,Circuit Clerk,,Terrence Norwood,Democrat,Harrisville,112
Simpson,Coroner,,Terry Keys Tutor,Republican,Harrisville,459
Simpson,Sheriff,,Paul A Mullins,Republican,Harrisville,448
Simpson,Sheriff,,Darell Walker,Democrat,Harrisville,61
Simpson,Tax Assessor,,Jamie Reed Brewer,Republican,Harrisville,453
Simpson,Supervisor,5,Larry Barnes,Democrat,Harrisville,130
Simpson,Supervisor,5,Randy Moore,Republican,Harrisville,372
Simpson,Justice Court Judge,,Charles A Savell,Republican,Harrisville,457
Simpson,Constable,,Christopher Jones,Republican,Harrisville,452
Simpson,Measure 4,,For,,Harrisville,297
Simpson,Measure 4,,Against,,Harrisville,190
Simpson,Measure 4,,Over Vote,,Harrisville,0
Simpson,Measure 4,,Under Vote,,Harrisville,0
Simpson,Governor,,Jim Hood,Democrat,Jupiter,317
Simpson,Governor,,Tate Reeves,Repubilcan,Jupiter,97
Simpson,Governor,,Bob Hickingbottom,Constitution,Jupiter,0
Simpson,Governor,,David R. Singletary,Independent,Jupiter,1
Simpson,Lieutenant Governor,,Delbert Hoseman,Republican,Jupiter,138
Simpson,Lieutenant Governor,,Jay Hugues,Democrat,Jupiter,264
Simpson,Secretary of State,,Johny DuPree,Republican,Jupiter,297
Simpson,Secretary of State,,Michael Watson,Democrat,Jupiter,101
Simpson,Attorney General,,Jennifer Riley Collins,Democrat,Jupiter,308
Simpson,Attorney General,,Lynn Fitch,Republican,Jupiter,101
Simpson,State Auditor,,Shad White,Republican,Jupiter,192
Simpson,State Treasurer,,Ardle Lee Green,Democrat,Jupiter,282
Simpson,State Treasurer,,David McRae,Republican,Jupiter,113
Simpson,Commissioner of Agriculture & Commerce,,Rickey L Cole,Democrat,Jupiter,279
Simpson,Commissioner of Agriculture & Commerce,,Andy Gipson,Republican,Jupiter,115
Simpson,Commissioner of Insurance,,Robert E. Amos,Democrat,Jupiter,282
Simpson,Commissioner of Insurance,,Mike Chaney,Republican,Jupiter,114
Simpson,Public Service Commissioner,,Dane Maxwell,Republican,Jupiter,109
Simpson,Public Service Commissioner,,Connie Moran,Democrat,Jupiter,287
Simpson,Transportation Commissioner,,Tom King,Republican,Jupiter,193
Simpson,District Attorney,13,Matt Sullivan,Democrat,Jupiter,354
Simpson,State Senate,35,Chris caughman,Republican,Jupiter,197
Simpson,State House,77,Price Wallace,Republican,Jupiter,198
Simpson,Chancery Clerk,,Tommy Joe Harvey,Republican,Jupiter,132
Simpson,Chancery Clerk,,Willie Ree McDonald,Democrat,Jupiter,258
Simpson,Chancery Clerk,,William J 'Bill' Jerrolds,Independent,Jupiter,4
Simpson,Circuit Clerk,,Witt Fortenberry,Republican,Jupiter,100
Simpson,Circuit Clerk,,Terrence Norwood,Democrat,Jupiter,304
Simpson,Coroner,,Terry Keys Tutor,Republican,Jupiter,197
Simpson,Sheriff,,Paul A Mullins,Republican,Jupiter,138
Simpson,Sheriff,,Darell Walker,Democrat,Jupiter,267
Simpson,Tax Assessor,,Jamie Reed Brewer,Republican,Jupiter,197
Simpson,Supervisor,1,G Mitchell Chatman,Democrat,Jupiter,347
Simpson,Justice Court Judge,,Ted Blackeney,Republican,Jupiter,190
Simpson,Constable,,Randall Coleman,Republican,Jupiter,206
Simpson,Measure 4,,For,,Jupiter,298
Simpson,Measure 4,,Against,,Jupiter,78
Simpson,Measure 4,,Over Vote,,Jupiter,0
Simpson,Measure 4,,Under Vote,,Jupiter,0
Simpson,Governor,,Jim Hood,Democrat,Magee 1,358
Simpson,Governor,,Tate Reeves,Repubilcan,Magee 1,53
Simpson,Governor,,Bob Hickingbottom,Constitution,Magee 1,1
Simpson,Governor,,David R. Singletary,Independent,Magee 1,1
Simpson,Lieutenant Governor,,Delbert Hoseman,Republican,Magee 1,76
